"player_id","season","wingspan","standing_reach","hand_width","hand_length","bench_press","standing_vertical_leap","three_quarter_sprint"
"1628396",2017,"89","112.5","9.5","9.5","5","24.5","3.44"
"1628397",2017,"85.5","109","9","8.75","3","28.5","3.35"
"1628398",2017,"84.25","107.5","9.5","8.5","12","27","3.25"
"1628399",2017,"84","107.5","8.75","8.75","1","29.5","3.46"
"1628400",2017,"81.75","102","9.5","8.75","19","35","3.16"
"1628401",2017,"79.5","101.5","8.5","8.25","10","31","3.08"
"1628402",2017,"79.5","98","9","8.25","9","34.5","3.14"
"1628403",2017,"87","108","10.25","9.5",NULL,NULL,NULL
"1628404",2017,"80.25","101","9.5","8.5","9","27.5","3.18"
"1628405",2017,"88","108","9.5","9",NULL,NULL,NULL
"1628407",2017,"82","103.5","10","8.75","8","30","3.22"
"1628408",2017,"83","101","9.5","8.5","9","34","3.15"
"1628409",2017,"82.75","105","10","8.75",NULL,NULL,NULL
"1628410",2017,"81","102.5","9","8.25",NULL,NULL,NULL
"1628411",2017,"85","105.5","9.5","8.75","5","31.5","3.36"
"1628412",2017,"75.25","94","9.25","8","15","34","3.18"
"1628414",2017,"82","103","8.75","8.75","15","27","3.36"
"1628415",2017,"78","100.5","9.25","8.25","16","31","3.21"
"1628416",2017,"77.25","99.5","9.25","8.5","8","30.5","3.16"
"1628417",2017,"82","104.5","10.25","8.75","16","31","3.17"
"1628418",2017,"90","112.5","10.25","9.5","7","25.5","3.37"
"1628419",2017,"85.25","106.5","10.25","9.5","5","28","3.16"
"1628420",2017,"76","96.5","8.75","8.25","8","28","3.19"
"1628421",2017,"84.75","106","10.25","9.25","10","35.5","3.23"
"1628422",2017,"81","100","9.25","8.5","13","31.5","3.13"
"1628424",2017,"78","99","9.5","8.5","3","30.5","3.18"
"1628430",2017,"79.25","99","9.25","8.75","10","27.5","3.19"
"1628432",2017,"84","102","9.5","9.25","12","28.5","3.34"
"1628439",2017,"84.5","105","9.75","8.75","11","31.5","3.36"
"1628443",2017,"81.25","99.5","8.75","8.5","7","33","3.15"
"1628449",2017,"88","110.5","10.5","9.25",NULL,NULL,NULL
"1628476",2017,"74.5","95","8.5","8","9","26","3.29"
"1628502",2017,"87.25","104.5","10","8.75","16","29","3.27"
"1628503",2017,"82","105","9.75","9.25","5","23.5","3.44"
"1628515",2017,"81","99.5","9.25","9","11","28","3.38"
"1628959",2017,"80.75","99","10","8.75","7","31.5","3.3"
"1628959",2018,"80.75","99","10","8.5","10","32.5","3.15"
"1628960",2018,"79.25","97","10","8.25",NULL,"32.5","3.15"
"1628961",2018,"86.25","110","9.5","9.25","0","29.5","3.21"
"1628962",2018,"91","112.5","10","9.5","11","31","3.12"
"1628962",2020,"91.25","109","10","9.25",NULL,"37","3.23"
"1628964",2018,"94","115.5","10.25","9.75",NULL,NULL,NULL
"1628966",2018,"87.25","106.5","8.5","9","11","30.5","3.17"
"1628968",2018,"82.25","103.5","10","9","0","30.5","3.28"
"1628968",2019,"82","103","9.75","8.5","1","32","3.26"
"1628970",2018,"81.5","103.5","9.75","9",NULL,NULL,NULL
"1628971",2018,"81","98.5","8.5","8.5","17","32.5","3.2"
"1628972",2018,"82.25","105","9.75","9","5","26","3.33"
"1628973",2018,"76","96","9.25","8.25","7","29","3.15"
"1628975",2018,"76.25","95","8.5","9.25","14","29","3.18"
"1628976",2018,"88.5","109","9","8.5",NULL,NULL,NULL
"1628977",2017,"83.25","101.5","9.5","8.5","0","34.5","3.11"
"1628977",2018,"83.5","103","9","8.75","1","32.5","3.1"
"1628978",2018,"78","97.5","9","8.25","12","34.5","3.11"
"1628979",2018,"80.25","97.5","10","8.75","6","34","3.18"
"1628980",2018,"81.25","102.5","9.25","9","8","28","3.2"
"1628981",2018,"88.25","109","10","9.5","11","29","3.23"
"1628981",2019,"87.25","110","10","9.25","13","29.5","3.21"
"1628982",2018,"85.75","105","9.5","9.5","0","31","3.08"
"1628983",2018,"83.5","104","9","9",NULL,NULL,NULL
"1628984",2018,"78.25","96","9.5","8.5","14","31","3.21"
"1628985",2018,"79.75","102","10","8.5","6","25","3.27"
"1628987",2018,"87.5","107","10.25","9.25","4","27.5","3.36"
"1628988",2018,"79.5","97","8.5","8.75",NULL,"25.5","3.27"
"1628989",2018,"79.5","101.5","8.5","8.25","9","31","3.09"
"1628991",2018,"89.25","110","10","10",NULL,NULL,NULL
"1628993",2018,"80.75","103","9.75","8.5","8","25","3.38"
"1628994",2018,"83.5","101.5","10.25","9","15","31","3.29"
"1628995",2018,"83.75","108","9.25","8.75",NULL,NULL,NULL
"1628997",2018,"82","101.5","8.75","8.5","6","29","3.26"
"1628998",2018,"82.25","102.5","9","8.5","4","29","3.09"
"1628998",2019,"82.25","102.5","9","8.25","7","28","3.32"
"1628999",2018,"84.5","107.5","10","9.25","18","27","3.17"
"1629001",2018,"80.5","99.5","9.5","8.5","1","31","3.23"
"1629002",2018,"84.5","108","9.25","9","5","29.5","3.33"
"1629003",2018,"84.75","99.5","9.5","8.75","2","30","3.25"
"1629004",2017,"77","100","9.25","8","8","27","3.53"
"1629004",2018,"76.75","100","9.5","8.25","4","30.5","3.15"
"1629005",2018,"77.5","98.5","9.5","8.5",NULL,"27.5","3.13"
"1629006",2018,"84","102","9.75","9","12","33","3.04"
"1629007",2018,"84.25","109","9.5","8.75","9","25.5","3.4"
"1629007",2019,"84","109.5","9.5","8.75",NULL,NULL,NULL
"1629008",2018,"84.25","108.5","9.25","8.75",NULL,NULL,NULL
"1629010",2018,"79.25","98","10","9",NULL,NULL,NULL
"1629012",2018,"79.25","98.5","8.5","8.25",NULL,NULL,NULL
"1629013",2018,"78.75","100","9","8","8","31","3.11"
"1629014",2018,"81.25","99.5","9","8.75","1","32","3.1"
"1629015",2018,"81.75","100","8.25","8.75","10","33","3.05"
"1629016",2018,"86","107.5","9","9","8","28.5","3.38"
"1629017",2018,"82.5","101","9.25","8.75","14","30","3.18"
"1629018",2018,"80.75","98","9.5","8.5","12","33.5","3.12"
"1629019",2018,"78.75","98","10.5","8.25","11","32","3.14"
"1629021",2017,"84","108","10.75","8.75",NULL,"25.5","3.35"
"1629021",2018,"84","108","10.75","9","8","27","3.18"
"1629022",2018,"82.25","99.5","9.5","9","12","31.5","3.06"
"1629023",2018,"86.5","107","10.25","9","3","27","3.2"
"1629023",2019,"86.5","106.5","10.25","9",NULL,NULL,NULL
"1629026",2018,"79.25","103.5","9.75","8.5","14","28","3.19"
"1629027",2018,"75","95.5","9.25","8",NULL,NULL,NULL
"1629033",2018,"82.75","103.5","9","9","7","27","3.22"
"1629034",2018,"88.75","109","9","9.25","12","26","3.34"
"1629035",2018,"78.25","94.5","9.25","8.5","12","28.5","3.2"
"1629044",2019,"75.5","96.5","8","7.75","0","29","3.2"
"1629052",2019,"84","104","9.5","9","11","34","3.48"
"1629056",2019,"80.75","101","10.75","9.25","13","29.5","3.28"
"1629065",2019,"79","98","9","8.25","4","27.5","3.26"
"1629076",2019,"84.5","106.5","10.75","9.5","11","27.5","3.28"
"1629118",2017,"84","109.5","10.5","9","11",NULL,NULL
"1629603",2020,"87.75","107","10.25","9",NULL,"28","3.16"
"1629604",2020,"79.25","100.5","10","8.75",NULL,"30.5","3.25"
"1629605",2019,"98.25","122.5","10.5","10.5","8","22","3.78"
"1629607",2019,"77.5","94","9.5","8.25","8","33.5","3.04"
"1629608",2019,"85.75","107","10.25","9.5","13","30.5","3.28"
"1629610",2019,"83.25","104","10.25","9.5",NULL,NULL,NULL
"1629611",2019,"79.75","101","9.25","9.5","6","32.5","3.3"
"1629614",2022,"77.75","99","9.5","8",NULL,"26.5","3.26"
"1629617",2019,"84.5","106","10","9","15","28.5","3.3"
"1629617",2020,"84.25","106.5","11","9.25",NULL,"30","3.25"
"1629619",2020,"79","99","9","8",NULL,NULL,NULL
"1629621",2019,"84.25","103.5","9.25","8.75","9","29.5","3.37"
"1629626",2019,"91","115.5","9.5","9.25",NULL,NULL,NULL
"1629627",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629628",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629629",2019,"84.5","105.5","9","9",NULL,NULL,NULL
"1629630",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629631",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629632",2019,"77","97.5","9","7.75",NULL,NULL,NULL
"1629633",2019,"81.5","100.5","8.5","8.25",NULL,NULL,NULL
"1629634",2019,"80.25","102","9.5","8.25","10","34","3.15"
"1629636",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629637",2019,"87.5","110.5","10.5","9.25","5","27","3.37"
"1629638",2019,"81.5","102","8.75","8.5",NULL,NULL,NULL
"1629639",2019,"75.25","100.5","8.75","8",NULL,NULL,NULL
"1629640",2019,"81.25","104","9.25","8",NULL,NULL,NULL
"1629641",2019,"83","103","9","9",NULL,NULL,NULL
"1629642",2019,"85.25","104.5","10","8.75","5","31","3.24"
"1629643",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629644",2019,"85.75","106.5","9.25","9.25","9","30.5","3.38"
"1629645",2019,"81","103","8.75","8.75","2","27","3.14"
"1629646",2019,"87.5","109.5","9.5","9.25","7","29","3.53"
"1629647",2019,"84","107","9.75","9","4","30.5","3.27"
"1629648",2019,"75.25","95","9.25","7.5","7","36","3.08"
"1629649",2019,"81.25","102","9.5","8.75","13","31","3.36"
"1629650",2019,"88.75","113","10.25","9.5",NULL,"27","3.51"
"1629651",2019,"86.5","110","9.5","9.25","8","31.5","3.36"
"1629652",2019,"80.5","99.5","9","8.5","14","32.5","3.22"
"1629653",2019,"75.25","95.5","9.5","8.25","7","30","3.04"
"1629653",2020,"75","95","10","8.25",NULL,"31.5","3.02"
"1629655",2019,"86.5","110","9.25","9.25","5","32.5","3.25"
"1629656",2019,"79.75","100.5","10","8.25","6","27.5","3.2"
"1629657",2019,"76.5","95.5","8.75","8","4","30.5","3.27"
"1629658",2019,"84.75","105.5","9.75","8.75","8","27.5","3.34"
"1629659",2019,"85.25","103","9.75","9.5","10","26","3.34"
"1629660",2019,"76","98","9.5","8.25","2","26","3.4"
"1629661",2019,"82","103","8.5","8",NULL,"30.5","3.26"
"1629662",2019,"87","109.5","10.75","9.25","6","28","3.25"
"1629663",2019,"84.25","104.5","8.5","8","0","29","3.28"
"1629665",2019,"80.5","98.5","8.5","8.75","1","35","3.29"
"1629667",2019,"84.25","105.5","10","9","0","29.5","3.32"
"1629668",2019,"78","101","9.5","8.5",NULL,"24","3.43"
"1629669",2019,"79.25","98","8.5","8.25","2","32","3.23"
"1629670",2019,"82.5","103","9.25","8.5",NULL,NULL,NULL
"1629670",2020,"82.25","104","9.25","8.5",NULL,"29","3.43"
"1629671",2019,"82.75","100.5","10","9","19","30.5","3.17"
"1629672",2019,"87.75","103.5","9.5","9","18","33","3.3"
"1629673",2019,"78.75","99.5","8.5","8.25",NULL,"28","3.27"
"1629674",2019,"88.25","111.5","11","9.5","1","24","3.73"
"1629675",2019,"87.25","109","9.25","9.5","3","26","3.42"
"1629676",2019,"85","106","10.5","9","9","32.5","3.25"
"1629677",2019,"82.5","107","9","8.5","7","27","3.27"
"1629678",2019,"81.75","102.5","9","8.75","15","30","3.37"
"1629681",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1629681",2020,"80","106","9.25","8.25",NULL,"27.5","3.4"
"1629682",2019,"74.25","93.5","9.75","8","5","30.5","3.07"
"1629683",2019,"81","100","9","8.5",NULL,"31","3.16"
"1629684",2019,"81.75","104.5","10.5","9","20","26","3.33"
"1629685",2019,"82","104.5","9.5","8.25","8","29","3.3"
"1630173",2020,"84.75","108.5","10","9",NULL,NULL,NULL
"1630177",2020,"80.75","100.5","10","8.5",NULL,NULL,NULL
"1630179",2020,"73.75","96","8.25","7.5",NULL,"30","3.28"
"1630182",2020,"81.75","101.5","8.75","8",NULL,"30.5","3.12"
"1630186",2020,"78","100.5","9.75","8.75",NULL,NULL,NULL
"1630188",2020,"86.25","110","9.25","9.25",NULL,NULL,NULL
"1630189",2020,"85.25","105.5","9","8.5",NULL,"37","3.17"
"1630190",2020,"79.5","101.5","8.75","8.5",NULL,NULL,NULL
"1630191",2020,"88.75","108.5","10.5","9",NULL,NULL,NULL
"1630192",2020,"86","105.5","10.5","9",NULL,"33","3.2"
"1630193",2020,"80.25","99","8.75","8",NULL,"29.5","3.17"
"1630194",2020,"86","109.5","8.75","9",NULL,"26.5","3.45"
"1630198",2020,"79.5","101","8.25","8.25",NULL,NULL,NULL
"1630199",2020,"79","99.5","9","8.25",NULL,"34.5","3.09"
"1630203",2020,"77.25","96.5","8.5","8",NULL,"32.5","3.07"
"1630204",2020,"80","99.5","9","9",NULL,"29.5","3.13"
"1630205",2020,"81","101","9.75","8.5",NULL,"35","3.2"
"1630206",2020,"81.5","104.5","9.75","8.25",NULL,NULL,NULL
"1630208",2020,"86.25","110","9","9",NULL,"30","3.25"
"1630210",2020,"72.25","91.5","7.75","8.5",NULL,"30.5","3.11"
"1630211",2020,"83","102","9.75","8.5",NULL,"31","3.04"
"1630214",2020,"86","106","11","10.25",NULL,"26","3.49"
"1630216",2020,"78","97","8.25","8.75",NULL,"24","3.61"
"1630218",2020,"86","105.5","10.75","9",NULL,"32","3.18"
"1630219",2020,"78","99","9.75","8",NULL,"29","3.3"
"1630221",2020,"83","104.5","9.5","8.75",NULL,"31.5","3.38"
"1630222",2020,"79","102.5","8.5","8.75",NULL,"24","3.33"
"1630223",2020,"79","97.5","9.5","8.25",NULL,"37.5","3.11"
"1630230",2020,"84.75","102.5","10.5","9.25",NULL,"28.5","3.37"
"1630231",2020,"79.25","102","8.75","8.5",NULL,"31.5","3.16"
"1630233",2020,"86","109.5","9.5","9",NULL,"23","3.31"
"1630234",2020,"80","100","8.75","8.75",NULL,"28","3.26"
"1630235",2020,"79.5","102.5","9.75","9",NULL,"28","3.18"
"1630534",2022,"82.25","104","9.5","8.75",NULL,"32","3.13"
"1630548",2022,"83","102.5","9.5","8.5",NULL,"27.5","3.29"
"1630577",2022,"82","107","9.25","8.75",NULL,"28.5","3.14"
"1630590",2022,"77.75","95.5","9","7.75",NULL,"30.5","3.21"
"1630620",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1630699",2022,"84.75","106","9","9",NULL,NULL,NULL
"1630700",2022,"82.5","105","9.75","8.5",NULL,"29","3.22"
"1630701",2022,"84.25","109.5","10","8.75",NULL,"28","3.22"
"1630702",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631093",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631094",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631095",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631096",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631097",2022,"81","104","9.75","8.5",NULL,NULL,NULL
"1631098",2022,"80.5","103.5","10.25","8.5",NULL,NULL,NULL
"1631099",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631100",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631101",2022,"83.5","103.5","9.25","9",NULL,NULL,NULL
"1631102",2022,"80","99.5","9.25","8.5",NULL,NULL,NULL
"1631103",2022,"82","102.5","9.75","8.5",NULL,"29","3.17"
"1631104",2022,"81.25","103","9","8.25",NULL,"30","3.21"
"1631105",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631106",2022,"86","107.5","11","9.25",NULL,NULL,NULL
"1631107",2022,"84.25","108.5","9.75","8.75",NULL,NULL,NULL
"1631108",2022,"80.75","102.5","8.5","8",NULL,"32","3.07"
"1631109",2022,"90.5","117","9.75","9",NULL,NULL,NULL
"1631110",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631111",2022,"84.5","101","10.25","8.75",NULL,"32.5","3.3"
"1631112",2022,"83","103","9","9",NULL,"31.5","3.29"
"1631113",2022,"77.25","97","9.5","8.5",NULL,"31",NULL
"1631114",2022,"86.25","105.5","9.5","8.5",NULL,"33.5","3.11"
"1631115",2022,"88","111","10","8.75",NULL,"23","3.55"
"1631116",2022,"85.75","110.5","9.5","8.75",NULL,"23.5","3.45"
"1631117",2022,"88.25","113","8.5","8.5",NULL,NULL,NULL
"1631119",2022,"85","108.5","10.5","8.5",NULL,"24.5","3.5"
"1631120",2022,"78.5","99.5","9.5","8.5",NULL,"30","3.26"
"1631121",2022,"80.75","103.5","9.5","8.75",NULL,"29.5","3.27"
"1631128",2022,"78.5","99.5","8.5","8",NULL,"33.5","3.16"
"1631132",2022,"89.25","113","10.75","9",NULL,"28","3.27"
"1631133",2022,"82.75","105","9.75","8.75",NULL,"29.5","3.24"
"1631157",2022,"81.75","100.5","8.5","8",NULL,"30.5","3.07"
"1631165",2022,"80.5","102","9.25","8",NULL,"28","3.18"
"1631171",2022,"86.5","105.5","10.5","9",NULL,"32.5","3.23"
"1631172",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631197",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631199",2022,"85.25","105.5","10","9.5",NULL,"26","3.4"
"1631207",2022,"84.75","106","9","8.5",NULL,NULL,NULL
"1631211",2022,"79.25","101","9","8.25",NULL,"24.5","3.27"
"1631212",2022,"84.5","107.5","9.5","8.5",NULL,"28","3.28"
"1631213",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1631214",2022,"79","102","9.25","8.5",NULL,"30","3.15"
"1631217",2022,"86.5","109.5","10.5","8.5",NULL,"29","3.26"
"1631220",2022,"80.75","103.5","9.5","8.5",NULL,"30.5","3.12"
"1631221",2022,"76","98","9","8.25",NULL,"26.5","3.21"
"1631222",2022,"81.5","104","10.25","8.5",NULL,"27.5","3.37"
"1631223",2022,"83.5","105","10","8.75",NULL,"27","3.22"
"1631230",2022,"87","108.5","10.5","9",NULL,"28.5","3.33"
"1631254",2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
